# SYNTETYCZNE DANE -- nie sa to prawdziwe logi lotu. Wygenerowane przez
# generate_synthetic_flights.py do testow sanity, sigma_xy=0.3m sigma_z=0.5m.
segment,step,x,y,z,x_true,y_true,z_true
ascending_helix,184,-19.4316,4.3422,28.2731,-19.4969,4.4578,27.6
ascending_helix,185,-19.415,3.6225,27.1599,-19.6953,3.4778,27.75
ascending_helix,186,-20.1743,2.2899,27.7775,-19.8445,2.4891,27.9
ascending_helix,187,-19.8097,1.2252,28.6385,-19.9441,1.4942,28.05
ascending_helix,188,-19.9928,-0.1083,27.9623,-19.9939,0.4955,28.2
ascending_helix,189,-20.7692,-0.7299,28.0754,-19.9936,-0.5044,28.35
ascending_helix,190,-20.1266,-1.6006,28.3029,-19.9434,-1.503,28.5
ascending_helix,191,-20.0215,-2.0472,29.2575,-19.8434,-2.4979,28.65
ascending_helix,192,-20.0363,-3.1104,27.9893,-19.6938,-3.4865,28.8
ascending_helix,193,-19.7393,-4.0089,27.8302,-19.4949,-4.4665,28.95
ascending_helix,194,-19.0749,-5.8113,29.028,-19.2473,-5.4352,29.1
ascending_helix,195,-19.0057,-5.8812,28.8447,-18.9516,-6.3904,29.25
ascending_helix,196,-18.6292,-7.1415,29.2741,-18.6085,-7.3296,29.4
ascending_helix,197,-18.4656,-8.2682,29.5968,-18.2189,-8.2505,29.55
ascending_helix,198,-17.5186,-9.4336,29.4754,-17.7838,-9.1507,29.7
ascending_helix,199,-17.2074,-10.0783,29.7574,-17.3043,-10.0281,29.85
hover,0,-0.0051,-0.2088,39.6002,0.0,0.0,40.0
hover,1,0.1322,-0.3285,40.5827,0.0,0.0,40.0
hover,2,0.0652,-0.383,40.1415,0.0,0.0,40.0
hover,3,0.0502,0.2286,40.5794,0.0,0.0,40.0
hover,4,-0.1099,-0.2123,39.697,0.0,0.0,40.0
hover,5,-0.2943,-0.2239,40.1423,0.0,0.0,40.0
hover,6,0.0046,-0.1474,39.6309,0.0,0.0,40.0
hover,7,0.1044,-0.1505,39.4799,0.0,0.0,40.0
hover,8,-0.0455,-0.0793,39.465,0.0,0.0,40.0
hover,9,0.2482,0.2538,40.0204,0.0,0.0,40.0
hover,10,0.0393,0.1582,39.9845,0.0,0.0,40.0
hover,11,0.2674,0.4968,40.0402,0.0,0.0,40.0
hover,12,0.1321,0.262,39.831,0.0,0.0,40.0
hover,13,-0.3385,0.2718,39.2156,0.0,0.0,40.0
hover,14,0.5367,0.2611,40.0938,0.0,0.0,40.0
hover,15,0.0153,0.5254,39.5269,0.0,0.0,40.0
hover,16,-0.3481,-0.1794,39.8691,0.0,0.0,40.0
hover,17,-0.3019,0.0462,40.068,0.0,0.0,40.0
hover,18,-0.2442,0.4809,39.304,0.0,0.0,40.0
hover,19,-0.383,0.1128,39.8963,0.0,0.0,40.0
hover,20,0.1253,-0.1857,39.4833,0.0,0.0,40.0
hover,21,-0.1937,-0.2051,40.2625,0.0,0.0,40.0
hover,22,-0.144,0.2284,40.294,0.0,0.0,40.0
hover,23,0.3122,0.2702,40.3922,0.0,0.0,40.0
hover,24,0.231,-0.155,39.8691,0.0,0.0,40.0
hover,25,-0.549,0.0875,39.6631,0.0,0.0,40.0
hover,26,0.1205,0.1582,39.324,0.0,0.0,40.0
hover,27,-0.3042,-0.1048,39.7412,0.0,0.0,40.0
hover,28,0.0501,-0.3466,40.0236,0.0,0.0,40.0
hover,29,-0.5065,-0.6465,40.3583,0.0,0.0,40.0
hover,30,-0.3916,-0.168,39.2913,0.0,0.0,40.0
hover,31,-0.4227,-0.1197,39.7949,0.0,0.0,40.0
hover,32,0.2948,0.1349,39.8694,0.0,0.0,40.0
hover,33,0.2273,0.335,40.2056,0.0,0.0,40.0
hover,34,-0.1219,0.3056,40.8843,0.0,0.0,40.0
hover,35,0.1982,0.5312,40.4633,0.0,0.0,40.0
hover,36,0.2547,-0.3271,39.4432,0.0,0.0,40.0
hover,37,-0.0148,-0.5008,39.7035,0.0,0.0,40.0
hover,38,0.2602,-0.1995,40.2666,0.0,0.0,40.0
hover,39,-0.4054,-0.1481,40.5117,0.0,0.0,40.0
